Time,Euler1,Euler2,Gyro1,Gyro2m,target_theta1,target_theta2,target_stroke1,target_stroke2
1680826630.4880524,[-1.63518443],[1.016466],[-0.002314],[-0.002314],-0.2103142912985007,0.13059394929818285,0.8926894026092926,0.8894666971847104
1680826630.5445807,[11.22532015],[-11.84403858],[-0.00385667],[-0.00385667],1.443032313641717,-1.5228693795494297,0.8669077592126344,0.9055802243076219
1680826630.6022258,[4.94974747],[-18.11961127],[0.00848467],[0.00848467],0.636683039859144,-2.3292186533320027,0.8669077592126344,0.9120256351567865
1680826630.6594913,[4.94974747],[-18.11961127],[-0.002314],[-0.002314],0.6362745061832632,-2.3296271870078833,0.9023575188830396,0.8797985809109636
1680826630.7159398,[4.90555329],[-18.07541709],[-0.01619801],[-0.01619801],0.630067444590043,-2.324470640581214,0.9603662165255207,0.8217898832684825
1680826630.7727494,[4.90555329],[-18.07541709],[-0.02391135],[-0.02391135],0.6297756348215566,-2.3247624503497004,1.031265735866331,0.7476676585030899
1680826630.8288825,[4.94974747],[-18.11961127],[-0.00539934],[-0.00539934],0.6361577822758686,-2.329743910915278,1.0957198443579768,0.679990844586862
1680826630.884794,[4.90555329],[-18.07541709],[0.006942],[0.006942],0.6309428738955019,-2.323595211275755,1.1666193636987867,0.6123140306706341
1680826630.9402752,[4.99394164],[-18.07541709],[-0.002314],[-0.002314],0.6419563101932079,-2.3239453829979384,1.2310734721904324,0.544637216754406
1680826630.9962986,[4.99394164],[-18.07541709],[-4.33680869e-19],[4.33680869e-19],0.6420438531237538,-2.323857840067393,1.2987502861066604,0.47696040283817803
1680826631.0516665,[4.99394164],[-18.07541709],[-0.00617067],[-0.00617067],0.6418104053089648,-2.3240912878821818,1.3696498054474708,0.40928358892195005
1680826631.1077788,[4.94974747],[-18.03122292],[-0.006942],[-0.006942],0.6360994203221714,-2.318438664849086,1.3632043945983061,0.3706111238269627
1680826631.1637256,[4.99394164],[-18.07541709],[0.002314],[0.002314],0.6421313960542997,-2.323770297136847,1.3084184023804073,0.31904783703364614
1680826631.2199206,[4.94974747],[-18.03122292],[-0.00617067],[-0.00617067],0.6361286012990199,-2.318409483872237,1.3019729915312426,0.30615701533531703
1680826631.2763498,[4.90555329],[-18.07541709],[-1.73472348e-18],[1.73472348e-18],0.6306802451038642,-2.323857840067393,1.3406454566262302,0.33516136415655756
1680826631.3316832,[4.94974747],[-18.03122292],[-0.01002734],[-0.01002734],0.6359826964147769,-2.3185553887564803,1.3696498054474708,0.32871595330739295
1680826631.3871863,[4.94974747],[-18.03122292],[-0.02468268],[-0.02468268],0.6354282578546528,-2.319109827316604,1.3567589837491416,0.2997116044861524
1680826631.4431415,[4.94974747],[-18.03122292],[0.00385667],[0.00385667],0.6365079539980522,-2.318030131173205,1.3309773403524832,0.3093797207598992
1680826631.498851,[4.94974747],[-18.03122292],[0.03239602],[0.03239602],0.6375876501414515,-2.316950435029806,1.3438681620508124,0.33516136415655756
1680826631.5541239,[4.99394164],[-17.98702875],[0.01774068],[0.01774068],0.6427150155912723,-2.311823069579985,1.3760952162966353,0.32549324788281064
1680826631.6123285,[4.99394164],[-17.98702875],[-0.01774068],[-0.01774068],0.6413726906562353,-2.3131653945150217,1.372872510872053,0.32549324788281064
1680826631.6696062,[4.94974747],[-18.03122292],[-0.00848467],[-0.00848467],0.6360410583684741,-2.3184970268027834,1.3342000457770655,0.3641657129777981
1680826631.7251325,[4.99394164],[-17.98702875],[0.004628],[0.004628],0.6422189389848455,-2.3123191461864114,1.327754634927901,0.3706111238269627
1680826631.7842352,[4.99394164],[-17.98702875],[0.00077133],[0.00077133],0.6420730341006025,-2.3124650510706544,1.372872510872053,0.33193865873197526
1680826631.842878,[4.99394164],[-17.98702875],[-0.01696934],[-0.01696934],0.6414018716330839,-2.313136213538173,1.3567589837491416,0.3029343099107347
1680826631.8990626,[4.99394164],[-17.98702875],[-0.02776802],[-0.02776802],0.6409933379572031,-2.313544747214054,1.3309773403524832,0.3093797207598992
1680826631.9553356,[5.03813582],[-18.03122292],[0.01619801],[0.01619801],0.6483384576475199,-2.317563235543627,1.3406454566262302,0.33838406958113987
1680826632.0107095,[4.99394164],[-17.98702875],[0.11647141],[0.11647141],0.6464501806278969,-2.3080879045433598,1.3696498054474708,0.32871595330739295
1680826632.066612,[5.03813582],[-17.94283457],[-0.02082601],[-0.02082601],0.6469377707587854,-2.3076003144124715,1.372872510872053,0.32227054245822845
1680826632.1229742,[5.03813582],[-18.03122292],[0.00385667],[0.00385667],0.6478715620179417,-2.318030131173205,1.3374227512016479,0.3609430075532158
1680826632.1796024,[5.03813582],[-18.03122292],[0.02468268],[0.02468268],0.6486594483928547,-2.317242244798292,1.3342000457770655,0.3706111238269627
1680826632.2358015,[4.99394164],[-17.98702875],[-0.00848467],[-0.00848467],0.6417228623784189,-2.3128152227928385,1.372872510872053,0.33193865873197526
1680826632.2933567,[4.99394164],[-17.98702875],[-0.00771334],[-0.00771334],0.6417520433552675,-2.3127860418159893,1.359981689173724,0.2997116044861524
1680826632.3520381,[4.99394164],[-17.98702875],[-0.02545402],[-0.02545402],0.6410808808877491,-2.313457204283508,1.327754634927901,0.31260242618448153
1680826632.4131444,[5.03813582],[-17.94283457],[0.01388401],[0.01388401],0.6482509147169738,-2.3062871704542833,1.3503135728999769,0.34482948043030437
1680826632.4732053,[5.03813582],[-17.94283457],[0.03085335],[0.03085335],0.6488928962076436,-2.3056451889636134,1.3825406271457998,0.32871595330739295
1680826632.532724,[4.99394164],[-17.8986404],[-0.02468268],[-0.02468268],0.6411100618645975,-2.30206441528677,1.3664271000228883,0.2997116044861524
1680826632.5932338,[5.03813582],[-17.94283457],[-0.00925601],[-0.00925601],0.6473754854115148,-2.307162599759742,1.3374227512016479,0.31260242618448153
1680826632.6533577,[4.94974747],[-17.94283457],[0.01157001],[0.01157001],0.6367997637665385,-2.306374713384829,1.3567589837491416,0.34160677500572206
1680826632.7166412,[4.94974747],[-17.94283457],[-0.02082601],[-0.02082601],0.635574162738896,-2.3076003144124715,1.3535362783245595,0.34160677500572206
1680826632.7772713,[4.94974747],[-17.94283457],[0.00308534],[0.00308534],0.6364787730212035,-2.306695704130164,1.3051956969558252,0.29326619363698786
1680826632.836981,[4.94974747],[-17.94283457],[0.00925601],[0.00925601],0.6367122208359925,-2.306462256315375,1.3051956969558252,0.2868207827878233
1680826632.8965852,[4.99394164],[-17.8986404],[0.01619801],[0.01619801],0.642656653637575,-2.3005178235137924,1.3503135728999769,0.32549324788281064
1680826632.9585445,[4.99394164],[-17.8986404],[-4.33680869e-19],[4.33680869e-19],0.6420438531237537,-2.3011306240276137,1.4179903868162052,0.3899473563744564
1680826633.0201719,[4.99394164],[-17.8986404],[-0.02159735],[-0.02159735],0.641226785771992,-2.3019476913793753,1.4179903868162052,0.39961547264820324
1680826633.081339,[4.99394164],[-17.8986404],[-0.01465534],[-0.01465534],0.6414894145636296,-2.3016850625877376,1.372872510872053,0.351274891279469
1680826633.142006,[4.99394164],[-17.8986404],[0.00617067],[0.00617067],0.6422773009385426,-2.3008971762128247,1.3084184023804073,0.283598077363241
1680826633.202774,[4.99394164],[-17.8986404],[0.002314],[0.002314],0.6421313960542996,-2.3010430810970677,1.3084184023804073,0.27715266651407644
1680826633.2644413,[4.99394164],[-17.8986404],[0.03933803],[0.03933803],0.6435320829430338,-2.2996423942083335,1.3535362783245595,0.31904783703364614
1680826633.325227,[4.99394164],[-17.8986404],[-0.004628],[-0.004628],0.641868767262662,-2.3013057098887053,1.4179903868162052,0.3835019455252918
1680826633.3860395,[4.99394164],[-17.8986404],[-0.0431947],[-0.0431947],0.6404097184202304,-2.302764758731137,1.4212130922407873,0.3899473563744564
1680826633.4464977,[5.03813582],[-17.85444622],[-0.00771334],[-0.00771334],0.647433847365212,-2.2957406297861556,1.3760952162966353,0.34482948043030437
1680826633.508213,[4.99394164],[-17.81025205],[0.00154267],[0.00154267],0.6421022150774512,-2.2897086540540275,1.3148638132295718,0.2739299610894942
1680826633.569796,[4.99394164],[-17.81025205],[0.01696934],[0.01696934],0.6426858346144237,-2.289125034517055,1.3116411078049897,0.2674845502403296
1680826633.6297507,[4.99394164],[-17.81025205],[0.006942],[0.006942],0.6423064819153916,-2.289504387216087,1.3567589837491416,0.3093797207598992
1680826633.6901102,[4.99394164],[-17.81025205],[-0.02776802],[-0.02776802],0.6409933379572033,-2.2908175311742753,1.3406454566262302,0.34482948043030437
1680826633.7512007,[4.94974747],[-17.85444622],[-0.03008202],[-0.03008202],0.6352239910167127,-2.296586878114766,1.3438681620508124,0.34482948043030437
1680826633.8139577,[4.99394164],[-17.81025205],[-0.01002734],[-0.01002734],0.6416645004247218,-2.2901463687067567,1.3922087434195467,0.2964888990615701
1680826633.8968654,[5.03813582],[-17.85444622],[-0.03008202],[-0.03008202],0.6465875990366018,-2.2965868781147654,1.3825406271457998,0.3029343099107347
1680826633.9573002,[4.99394164],[-17.81025205],[-0.00617067],[-0.00617067],0.6418104053089649,-2.2900004638225138,1.327754634927901,0.3544975967040513
1680826634.0214775,[4.99394164],[-17.81025205],[-0.01465534],[-0.01465534],0.64148941456363,-2.2903214545678487,1.3309773403524832,0.3609430075532158
1680826634.084908,[4.99394164],[-17.81025205],[-0.00308534],[-0.00308534],0.6419271292163594,-2.289883739915119,1.3825406271457998,0.31260242618448153
1680826634.1489768,[4.99394164],[-17.81025205],[-0.00308534],[-0.00308534],0.6419271292163594,-2.289883739915119,1.3760952162966353,0.3093797207598992
1680826634.2103763,[4.99394164],[-17.81025205],[0.002314],[0.002314],0.6421313960542999,-2.289679473077179,1.3309773403524832,0.351274891279469
1680826634.271052,[4.99394164],[-17.81025205],[-0.00617067],[-0.00617067],0.6418104053089649,-2.2900004638225138,1.3374227512016479,0.3609430075532158
1680826634.332212,[4.99394164],[-17.81025205],[-0.00385667],[-0.00385667],0.6418979482395107,-2.2899129208919677,1.3793179217212175,0.31582513160906384
1680826634.3927925,[4.99394164],[-17.81025205],[-0.00539934],[-0.00539934],0.6418395862858135,-2.289971282845665,1.3825406271457998,0.3093797207598992
1680826634.4536583,[4.94974747],[-17.76605788],[0.01079867],[0.01079867],0.63677058278969,-2.2836766783218994,1.3342000457770655,0.3480521858548867
1680826634.5150692,[4.99394164],[-17.81025205],[0.01465534],[0.01465534],0.6425982916838779,-2.2892125774476004,1.3438681620508124,0.3577203021286335
1680826634.5755835,[4.99394164],[-17.81025205],[-0.01157001],[-0.01157001],0.6416061384710245,-2.290204730660454,1.3889860379949646,0.3093797207598992
1680826634.6360865,[4.94974747],[-17.76605788],[-0.00771334],[-0.00771334],0.6360702393453229,-2.2843770217662662,1.3889860379949646,0.30615701533531703
1680826634.6967978,[4.94974747],[-17.76605788],[0.006942],[0.006942],0.6366246779054469,-2.2838225832061423,1.3438681620508124,0.34482948043030437
1680826634.7578964,[4.99394164],[-17.81025205],[0.01619801],[0.01619801],0.6426566536375752,-2.2891542154939035,1.3213092240787365,0.33193865873197526
1680826634.8197877,[4.94974747],[-17.76605788],[-0.01851201],[-0.01851201],0.635661705669442,-2.2847855554421472,1.3406454566262302,0.2997116044861524
1680826634.8806856,[4.94974747],[-17.76605788],[0.00925601],[0.00925601],0.6367122208359927,-2.2837350402755967,1.3793179217212175,0.31260242618448153
1680826634.9400148,[4.99394164],[-17.7218637],[-1.08420217e-19],[1.08420217e-19],0.6420438531237538,-2.278403407987835,1.359981689173724,0.33838406958113987
1680826635.0016024,[5.03813582],[-17.76605788],[-0.02159735],[-0.02159735],0.6469085897819369,-2.2849022793495415,1.327754634927901,0.32549324788281064
1680826635.063102,[4.99394164],[-17.7218637],[-0.02082601],[-0.02082601],0.6412559667488408,-2.279191294362748,1.327754634927901,0.32871595330739295
1680826635.1246698,[4.94974747],[-17.76605788],[0.002314],[0.002314],0.636449592044355,-2.2839976690672343,1.3760952162966353,0.3706111238269627
1680826635.1841984,[4.99394164],[-17.7218637],[-0.00617067],[-0.00617067],0.6418104053089648,-2.278636855802624,1.3760952162966353,0.37383382925154496
1680826635.2433035,[4.99394164],[-17.7218637],[-0.00925601],[-0.00925601],0.6416936814015702,-2.2787535797100187,1.3374227512016479,0.33193865873197526
1680826635.3035107,[4.94974747],[-17.67766953],[-0.00617067],[-0.00617067],0.6361286012990199,-2.2729550517926795,1.3567589837491416,0.29326619363698786
1680826635.3638983,[4.90555329],[-17.7218637],[0.02853935],[0.02853935],0.6317599412472636,-2.277323711844436,1.3889860379949646,0.31260242618448153
1680826635.424792,[4.94974747],[-17.67766953],[-0.00154267],[-0.00154267],0.6363036871601118,-2.272779965931588,1.3696498054474708,0.34160677500572206
1680826635.4850693,[4.99394164],[-17.7218637],[-0.01851201],[-0.01851201],0.6413435096793867,-2.2791037514322023,1.3438681620508124,0.32549324788281064
1680826635.5447245,[4.94974747],[-17.67766953],[-0.00617067],[-0.00617067],0.6361286012990199,-2.2729550517926795,1.3567589837491416,0.29326619363698786
1680826635.6076012,[4.94974747],[-17.67766953],[0.01851201],[0.01851201],0.6370623925581762,-2.2720212605335233,1.3567589837491416,0.29326619363698786
1680826635.6694505,[4.94974747],[-17.67766953],[-0.01388401],[-0.01388401],0.6358367915305337,-2.273246861561166,1.3148638132295718,0.33516136415655756
1680826635.7291753,[4.94974747],[-17.67766953],[-0.00617067],[-0.00617067],0.6361286012990199,-2.2729550517926795,1.3116411078049897,0.34160677500572206
1680826635.788775,[4.94974747],[-17.67766953],[-0.01234134],[-0.01234134],0.635895153484231,-2.2731884996074685,1.3567589837491416,0.3029343099107347
1680826635.8489065,[4.94974747],[-17.67766953],[-0.01696934],[-0.01696934],0.6357200676231392,-2.27336358546856,1.359981689173724,0.2964888990615701
1680826635.9112089,[4.94974747],[-17.67766953],[0.01774068],[0.01774068],0.6370332115813275,-2.272050441510372,1.3148638132295718,0.34160677500572206
1680826635.973658,[4.94974747],[-17.67766953],[0.00617067],[0.00617067],0.6365954969285981,-2.2724881561631016,1.3148638132295718,0.34160677500572206
1680826636.0351336,[4.94974747],[-17.67766953],[-0.01388401],[-0.01388401],0.6358367915305337,-2.273246861561166,1.3632043945983061,0.2997116044861524
1680826636.0994027,[4.94974747],[-17.58928118],[-0.02391135],[-0.02391135],0.6354574388315014,-2.2622626062403084,1.3567589837491416,0.2964888990615701
1680826636.1627638,[4.99394164],[-17.63347536],[0.00385667],[0.00385667],0.6421897580079969,-2.2668938950837023,1.3148638132295718,0.33838406958113987
1680826636.2264483,[4.99394164],[-17.63347536],[0.01851201],[0.01851201],0.6427441965681209,-2.2663394565235784,1.3180865186541542,0.34160677500572206
1680826636.290427,[4.99394164],[-17.63347536],[0.00077133],[0.00077133],0.6420730341006025,-2.267010618991097,1.3664271000228883,0.29326619363698786
1680826636.3517249,[4.94974747],[-17.58928118],[-0.02159735],[-0.02159735],0.6355449817620474,-2.2621750633097624,1.3664271000228883,0.2868207827878233
1680826636.4122777,[4.94974747],[-17.58928118],[0.00539934],[0.00539934],0.6365663159517494,-2.2611537291200605,1.3245319295033189,0.32871595330739295
1680826636.4724295,[4.99394164],[-17.63347536],[0.00925601],[0.00925601],0.6423940248459374,-2.266689628245762,1.3406454566262302,0.3641657129777981
1680826636.533503,[4.99394164],[-17.63347536],[0.01619801],[0.01619801],0.6426566536375751,-2.2664269994541244,1.3760952162966353,0.351274891279469
1680826636.5954971,[4.99394164],[-17.63347536],[-0.01234134],[-0.01234134],0.6415769574941758,-2.2675066955975236,1.3567589837491416,0.31582513160906384
