Time,Euler1,Euler2,Gyro1,Gyro2m,target_theta1,target_theta2,target_stroke1,target_stroke2
1681245843.7120295,[-1.63518443],[1.016466],[-0.03471002],[-0.03471002],-0.011591205366291697,0.006970347639855173,0.828235294117647,0.828235294117647
1681245843.7669044,[-1.54679608],[1.10485435],[0.004628],[0.004628],-0.01080825067414108,0.007753302332005793,0.8088990615701533,0.8121217669947356
1681245843.8223708,[-0.13258252],[1.28163104],[-0.00077133],[-0.00077133],-0.000931297969103664,0.008968196967508,0.7927855344472419,0.8217898832684825
1681245843.8780432,[-0.13258252],[1.28163104],[4.33680869e-19],[-4.33680869e-19],-0.0009280776503073425,0.008971417286304321,0.8088990615701533,0.8475715266651408
1681245843.9334369,[-0.13258252],[1.28163104],[0.00539934],[0.00539934],-0.0009055354187330928,0.008993959517878571,0.8379034103913939,0.8411261158159762
1681245843.9890134,[-0.13258252],[1.28163104],[-0.01542668],[-0.01542668],-0.0009924840262337702,0.008907010910377895,0.828235294117647,0.8121217669947356
1681245844.0440676,[-0.13258252],[1.28163104],[0.00617067],[0.00617067],-0.0009023150999367714,0.008997179836674894,0.8024536507209887,0.8185671778439001
1681245844.1000006,[-0.13258252],[1.28163104],[0.01542668],[0.01542668],-0.0008636712743809148,0.00903582366223075,0.8185671778439001,0.8475715266651408
1681245844.1550655,[-0.1767767],[1.23743687],[0.00308534],[0.00308534],-0.0012245555918911717,0.008674939344720493,0.8185671778439001,0.8572396429388875
1681245844.2102728,[-0.1767767],[1.23743687],[-0.01465534],[-0.01465534],-0.0012986229242065636,0.0086008720124051,0.7863401235980773,0.8185671778439001
1681245844.2653446,[-0.08838835],[1.23743687],[-0.00154267],[-0.00154267],-0.0006251590711308706,0.008655617431942564,0.783117418173495,0.8121217669947356
1681245844.3209755,[-0.13258252],[1.28163104],[-0.00154267],[-0.00154267],-0.0009345182878999853,0.00896497664871168,0.8185671778439001,0.8443488212405584
1681245844.376022,[-0.13258252],[1.28163104],[0.00771334],[0.00771334],-0.0008958744623441286,0.009003620474267535,0.8250125886930647,0.8572396429388875
