Time,Euler1,Euler2,Gyro1,Gyro2m,target_theta1,target_theta2,target_stroke1,target_stroke2
1681487653.341577,[-0.05942356],[-0.05171022],[-0.],[0.],-0.04753884743829452,-0.04136817669085234,0.7444449530785077,0.33193865873197526
1681487653.4005625,[-0.06173756],[-0.05402422],[-0.],[0.],-0.049390048662527185,-0.043219377915085004,0.7541130693522544,0.33193865873197526
1681487653.4596584,[-0.06328023],[-0.05556689],[-0.],[0.],-0.05062418281201561,-0.04445351206457343,0.7444449530785077,0.33838406958113987
1681487653.5199378,[-0.06559423],[-0.05788089],[-0.],[0.],-0.052475384036248254,-0.04630471328880608,0.7444449530785077,0.33516136415655756
1681487653.5808554,[-0.06790823],[-0.06019489],[-0.],[0.],-0.054326585260480925,-0.04815591451303874,0.0,0.33193865873197526
