Time,Euler1,Euler2,Gyro1,Gyro2m,target_theta1,target_theta2,target_stroke1,target_stroke2
1680825713.138765,[-1.63518443],[1.016466],[0.01311268],[0.01311268],-0.2097306717615281,0.13117756883515544,0.7315541313801784,0.351274891279469
1680825713.1946719,[1.67937861],[-2.38648539],[0.02005468],[0.02005468],0.21666725777596393,-0.3060587111389508,0.715440604257267,0.3706111238269627
1680825713.2509854,[1.81196113],[-2.34229121],[0.01542668],[0.01542668],0.23353758394470636,-0.3005519929900979,0.7122178988326848,0.3770565346761272
1680825713.3069654,[1.72357278],[-2.34229121],[0.002314],[0.002314],0.2216778993183902,-0.3010480695965245,0.7508903639276722,0.33838406958113987
1680825713.3640063,[1.67937861],[-2.29809704],[-0.01002734],[-0.01002734],0.21552919967886733,-0.29583316121615794,0.8121217669947356,0.27715266651407644
1680825713.4222221,[1.50260191],[-2.12132034],[-0.01619801],[-0.01619801],0.19256853582429942,-0.2733393929911681,0.8507942320897229,0.2868207827878233
1680825713.4798014,[1.45840774],[-2.07712617],[0.00771334],[0.00771334],0.1877913420966622,-0.2667529786989158,0.9055802243076219,0.33838406958113987
1680825713.538261,[1.45840774],[-2.07712617],[0.01002734],[0.01002734],0.18787888502720812,-0.2666654357683699,0.9442526894026093,0.32871595330739295
1680825713.5946147,[1.45840774],[-1.98873782],[-0.04628003],[-0.04628003],0.18574867371725812,-0.2574320390584305,0.9958159761959258,0.2739299610894942
1680825713.649687,[1.50260191],[-1.76776695],[-0.06016404],[-0.06016404],0.19090522014392755,-0.22954827659198215,1.031265735866331,0.2803753719386587
1680825713.7055924,[1.72357278],[-1.54679608],[-0.0478227],[-0.0478227],0.21978113582322922,-0.20067236091268043,1.0860517280842297,0.32871595330739295
1680825713.760383,[1.81196113],[-1.45840774],[-0.02545402],[-0.02545402],0.23199099217172894,-0.18846250456418076,1.1472831311512932,0.3899473563744564
1680825713.8173516,[1.94454365],[-1.32582521],[-0.00771334],[-0.00771334],0.24970756666908162,-0.1707459300668281,1.211737239642939,0.4576241702906843
1680825713.872998,[1.94454365],[-1.32582521],[0.01002734],[0.01002734],0.2503787291366001,-0.1700747675993096,1.282636758983749,0.5253009842069123
1680825713.9290156,[1.90034947],[-1.37001939],[0.01079867],[0.01079867],0.24472610610350398,-0.1757273906324057,1.3213092240787365,0.52207827878233
1680825713.9844425,[1.94454365],[-1.32582521],[-0.01234134],[-0.01234134],0.24953248080798981,-0.1709210159279199,1.3760952162966353,0.4705149919890135
1680825714.0393121,[1.90034947],[-1.28163104],[-0.01234134],[-0.01234134],0.24385067679804512,-0.16523921191797517,1.3793179217212175,0.4576241702906843
1680825714.0947556,[1.98873782],[-1.28163104],[0.01002734],[0.01002734],0.2560605331465448,-0.1643929635893649,1.3503135728999769,0.4866285191119249
1680825714.150041,[1.98873782],[-1.37001939],[0.00848467],[0.00848467],0.25600217119284757,-0.17581493356295155,1.2955275806820783,0.5478599221789884
1680825714.206312,[2.032932],[-1.50260191],[0.00617067],[0.00617067],0.26159643227224644,-0.19294788852333164,1.2858594644083312,0.5575280384527351
1680825714.26292,[1.94454365],[-1.41421356],[0.00385667],[0.00385667],0.250145281321811,-0.18167182343398808,1.3213092240787365,0.5253009842069123
1680825714.3245006,[1.8561553],[-1.32582521],[0.00077133],[0.00077133],0.23866494939452707,-0.17042493932149316,1.3922087434195467,0.45440146486610206
1680825714.3902204,[1.76776695],[-1.32582521],[0.00385667],[0.00385667],0.22741806528203212,-0.17030821541409866,1.3889860379949646,0.4479560540169375
1680825714.4483728,[1.81196113],[-1.45840774],[0.02314002],[0.02314002],0.23382939371319264,-0.18662410302271706,1.3470908674753947,0.4898512245365072
1680825714.504208,[1.8561553],[-1.59099026],[0.01774068],[0.01774068],0.23930693088519694,-0.20387378189049166,1.3213092240787365,0.4866285191119249
1680825714.5604546,[1.8561553],[-1.67937861],[-0.00617067],[-0.00617067],0.2384023206028894,-0.21614200019268862,1.3342000457770655,0.4576241702906843
1680825714.6152437,[1.81196113],[-1.63518443],[-0.00154267],[-0.00154267],0.2328956024540365,-0.2102851103216521,1.3857633325703822,0.4060608834973678
1680825714.6710088,[1.81196113],[-1.54679608],[-0.02082601],[-0.02082601],0.23216607803282072,-0.19965102672297838,1.3793179217212175,0.3673884184023804
1680825714.7261891,[1.76776695],[-1.41421356],[-0.03162469],[-0.03162469],0.2260757403469952,-0.18301414836902505,1.3503135728999769,0.37383382925154496
1680825714.7822561,[1.90034947],[-1.28163104],[-0.02159735],[-0.02159735],0.24350050507586157,-0.1655893836401587,1.3051956969558252,0.4221744106202792
1680825714.83763,[1.98873782],[-1.28163104],[-0.00771334],[-0.00771334],0.25538937067902634,-0.16506412605688336,1.3180865186541542,0.45440146486610206
1680825714.8942683,[1.98873782],[-1.19324269],[-0.01542668],[-0.01542668],0.25509756091054003,-0.15399232780548022,1.372872510872053,0.5091874570840009
1680825714.9505258,[1.98873782],[-1.10485435],[0.002314],[0.002314],0.2557687233780585,-0.14195755731807227,1.3632043945983061,0.544637216754406
1680825715.00672,[1.98873782],[-1.10485435],[-0.00771334],[-0.00771334],0.25538937067902634,-0.14233691001710447,1.3374227512016479,0.5381918059052415
1680825715.061918,[1.98873782],[-1.10485435],[-0.03316736],[-0.03316736],0.25442639844302156,-0.14329988225310925,1.3503135728999769,0.5091874570840009
1680825715.1168988,[1.94454365],[-0.97227182],[-0.02159735],[-0.02159735],0.24918230908580627,-0.1258167555705456,1.3793179217212175,0.5188555733577477
