Time,Euler1,Euler2,Gyro1,Gyro2m,target_theta1,target_theta2,target_stroke1,target_stroke2
1681493538.376207,[0.00845382],[0.0331365],[-0.67337445],[-0.38489559],-9.916414029520496,22.636219847550706,0.14824444953078506,0.15146715495536736
1681493538.4365408,[0.02542316],[0.07787386],[-0.78444652],[-0.42500495],4.022789007839705,66.2793649960794,0.1450217441062028,0.19336232547493706
1681493538.4981146,[0.05627652],[0.11644056],[-0.72736781],[-0.50985167],36.43329880296605,102.53136573015107,0.19013962005035476,0.25781643396658277
1681493538.5597837,[0.09407188],[0.14960791],[-0.67645978],[-0.42654762],75.61747199351453,137.9713271362321,0.25781643396658277,0.32549324788281064
1681493538.621606,[0.1287819],[0.17506193],[-0.3987796],[-0.39415159],117.9028487431412,164.30913524554524,0.33193865873197526,0.40283817807278555
1681493538.6835241,[-25.12083147],[-25.08535011],[-0.1504101],[-0.26148217],-25124.93478282994,-25092.483567550244,0.40928358892195005,0.4737376974135958
1681493538.743074,[0.17197659],[0.19511661],[-0.21674481],[0.06402071],166.0636092410209,196.86314893691863,0.41895170519569697,0.4866285191119249
1681493538.80379,[0.1835466],[0.19280261],[-0.04010936],[0.05090803],182.45238361224045,194.19142236629594,0.4318425268940261,0.49951934081025406
1681493538.8648264,[0.19280261],[0.1835466],[0.15889477],[-0.08484672],197.13739328667657,181.2319099452256,0.49629663538567176,0.5575280384527351
1681493538.9254,[0.19897328],[0.17120526],[0.02082601],[0.07173405],199.54142978591779,173.1622262848931,0.5704188601510644,0.6284275577935454
1681493538.9850907,[0.20437262],[0.16117792],[-0.06942005],[0.14192543],202.47877670646878,165.049767418547,0.6445410849164569,0.6993270771343556
1681493539.0445325,[0.20977195],[0.15269325],[0.00154267],[0.00771334],209.81403735815934,152.90367413976952,0.7251087205310139,0.7734493018997483
1681493539.1063995,[0.11412656],[0.04779184],[0.07250538],[-0.12804142],116.10456452048429,44.29876513334546,0.8056763561455711,0.8475715266651408
1681493539.167875,[0.21748529],[0.14497991],[0.02931069],[-0.11261474],218.2849111719885,141.9076823941855,0.8830212863355458,0.9216937514305332
1681493539.2284887,[0.21825662],[0.14729391],[-0.01619801],[-0.04088069],217.81472869897263,146.17865032158633,0.9603662165255207,0.9925932707713435
1681493539.2890465,[0.21748529],[0.15269325],[-0.04705136],[0.00848467],216.20168887829078,152.9247167892008,1.0409338521400777,1.066715495536736
1681493539.3495913,[0.21517129],[0.15654992],[0.02236868],[-0.02082601],215.78152579681606,155.9817653279631,1.1182787823300526,1.1376150148775461
1681493539.4111056,[0.21208595],[0.15963525],[0.05399337],[-0.0431947],213.55893904977785,158.45686386817678,1.1988464179446097,1.211737239642939
1681493539.4726017,[0.20977195],[0.16194925],[0.04936537],[-0.03393869],211.1186816228993,161.02337719164308,1.2761913481345846,1.2858594644083312
1681493539.5341067,[0.20822928],[0.16349192],[0.04628003],[0.03548136],209.4918433383136,164.45988332731977,1.3567589837491416,1.359981689173724
1681493539.595618,[0.20437262],[0.16426326],[0.0547647],[0.17663545],205.86664326490646,169.08202201667612,1.4373266193636987,1.372872510872053
1681493539.6570897,[0.19743061],[0.15886392],[0.06479204],[0.31624688],199.19819311664074,167.49140465972772,1.4502174410620279,1.372872510872053
1681493539.7200048,[0.18971727],[0.14960791],[0.31316154],[0.22060148],198.2605877992135,155.62611000908447,1.4502174410620279,1.372872510872053
1681493539.782811,[0.17583326],[0.1310959],[0.53144902],[0.17817812],190.33164840652367,135.95675204803698,1.4502174410620279,1.372872510872053
1681493539.8435836,[0.16040659],[0.11412656],[0.46742831],[0.54456169],173.1584316351212,128.98266597243384,1.4502174410620279,1.372872510872053
1681493539.9057536,[0.13726657],[0.08481587],[0.30853354],[0.91788727],145.68363054936725,109.85662224682795,1.4502174410620279,1.3696498054474708
1681493539.9677386,[0.11104122],[0.04316384],[0.53839102],[0.50908034],125.72898940326245,57.05199050300949,1.4502174410620279,1.3696498054474708
1681493540.0295453,[0.0786452],[0.02773717],[0.69188646],[-0.37409691],97.52045521601775,17.53148003557685,1.4534401464866102,1.3696498054474708
1681493540.091413,[0.04316384],[0.03853584],[0.24682683],[0.22214415],49.89748969637086,44.596121853987945,1.4502174410620279,1.372872510872053
1681493540.1543646,[0.00845382],[0.0377645],[0.14963877],[0.57078704],12.536092913666067,53.3360655535008,1.4502174410620279,1.372872510872053
1681493540.2160838,[-0.01005819],[0.01462449],[0.08407539],[0.50985167],-7.764544530320118,28.533680945520725,1.4502174410620279,1.372872510872053
1681493540.277523,[-0.0170002],[-0.00774419],[0.13266942],[0.33784422],-13.380862207021291,1.4724886628651452,1.395431448844129,1.372872510872053
1681493540.341364,[-0.01854287],[-0.03396954],[0.16969345],[0.42423361],-13.913482721179909,-22.396085277459598,1.3213092240787365,1.372872510872053
1681493540.404452,[-0.03011287],[-0.06250889],[0.15812344],[0.53761969],-25.79913011410334,-47.84216801798001,1.247186999313344,1.3213092240787365
1681493540.4656422,[-0.03936888],[-0.09181958],[0.17586412],[0.43040428],-34.57115529834692,-80.07778233927966,1.1762874799725338,1.2504097047379261
1681493540.5271854,[-0.04476822],[-0.11881627],[0.1959188],[0.23448549],-39.423383317145316,-112.4192998148869,1.098942549782559,1.1730647745479514
1681493540.588769,[-0.04862489],[-0.14735562],[0.08793206],[0.16043744],-46.22602345467728,-142.9787463672108,1.0183749141680019,1.0924971389333944
1681493540.6512108,[-0.04939622],[-0.17280963],[0.02314002],[0.08793206],-48.7649398503359,-170.410772246951,0.941029983978027,1.0183749141680019
1681493540.713931,[-0.04862489],[-0.18592231],[0.10875807],[-0.08561806],-45.657871920032434,-188.25804370730592,0.8636850537880522,0.941029983978027
1681493540.7749891,[-0.04708222],[-0.19209298],[0.0524507],[-0.08176139],-45.65131764165607,-194.32350120759168,0.7863401235980773,0.8636850537880522
1681493540.838242,[-0.04708222],[-0.19363565],[0.06787738],[-0.14192543],-45.23046465303027,-197.5074955500928,0.7057724879835202,0.7863401235980773
1681493540.9001355,[-0.04939622],[-0.18977898],[0.02391135],[-0.16429411],-48.74389720090463,-194.2610631664489,0.6316502632181277,0.7122178988326848
1681493540.9612672,[-0.05710956],[-0.17589497],[0.14038276],[-0.30853354],-53.27979557108253,-184.31202942835523,0.5543053330281529,0.6348729686427099
1681493541.0223267,[-0.06636556],[-0.16046829],[0.1025874],[-0.13652609],-63.56689151437901,-164.19284173657212,0.47696040283817803,0.5607507438773174
1681493541.083909,[-0.07793557],[-0.14427028],[0.11647141],[0.08870339],-74.75813147606985,-141.85037739059968,0.39961547264820324,0.48340581368734264
1681493541.1470351,[-0.09336225],[-0.13347161],[0.21751614],[0.13575476],-87.42822126917629,-129.76810196726717,0.31904783703364614,0.4060608834973678
1681493541.209113,[-0.11341693],[-0.13347161],[0.26842418],[-0.06633471],-106.09408633589823,-135.28127611826517,0.2449256122682536,0.32871595330739295
1681493541.2702353,[-0.1265296],[-0.12807227],[0.18820546],[-0.25454017],-121.39519721506701,-135.01634567548808,0.1836942092011902,0.25459372854200046
1681493541.3313117,[-0.13732828],[-0.1172736],[0.01696934],[-0.21134547],-136.86533919683725,-123.03928349931202,0.14824444953078506,0.1836942092011902
1681493541.3920348,[-0.13964228],[-0.10416092],[0.07944739],[-0.25376883],-137.47488612319356,-111.08395387971836,0.1417990386816205,0.13535362783245594
1681493541.4531908,[-0.14427028],[-0.08873425],[0.0933314],[-0.18589146],-141.72412149401194,-93.80552386115939,0.1417990386816205,0.12568551155870908
1681493541.5155437,[-0.14812695],[-0.07870691],[-0.00617067],[-0.03702402],-148.29529248779974,-79.71695255632686,0.1417990386816205,0.12568551155870908
1681493541.5784953,[-0.15275495],[-0.0694509],[-0.00925601],[0.01542668],-153.00746614610648,-69.03004627383585,0.1417990386816205,0.12568551155870908
1681493541.6405182,[-0.15584029],[-0.06636556],[0.00848467],[-0.00077133],-155.60882058290792,-66.38660653817185,0.13857633325703822,0.12568551155870908
1681493541.6998703,[-0.15661162],[-0.06559423],[-0.01311268],[0.01619801],-156.9693486104143,-65.15233440725319,0.1417990386816205,0.12568551155870908
1681493541.7604446,[-0.15506896],[-0.06867957],[-0.07250538],[0.04628003],-157.0469649297631,-67.41700645315399,0.1417990386816205,0.12568551155870908
1681493541.821567,[-0.15044095],[-0.0717649],[-0.07713338],[0.00617067],-152.5452177657692,-71.59655959730215,0.1417990386816205,0.12568551155870908
1681493541.8830223,[-0.14195628],[-0.07716424],[-0.13035542],[0.07327672],-145.5124882987953,-75.16518600079182,0.1417990386816205,0.12568551155870908
1681493541.94423,[-0.13424294],[-0.08179224],[-0.05090803],[0.08638939],-135.63175697306968,-79.43546402104151,0.1417990386816205,0.12568551155870908
1681493542.0049496,[-0.12884361],[-0.08719158],[-0.01696934],[0.12187075],-129.306543494081,-83.86683905121407,0.1417990386816205,0.12568551155870908
1681493542.0658734,[-0.12807227],[-0.09259091],[0.01002734],[0.12727008],-127.79871692055558,-89.11887740920693,0.1417990386816205,0.12568551155870908
1681493542.1267958,[-0.12807227],[-0.10030425],[-0.03239602],[0.21597348],-128.9560626392765,-94.4123111589113,0.1417990386816205,0.12568551155870908
