Time,Euler1,Euler2,Gyro1,Gyro2m,target_theta1,target_theta2,target_stroke1,target_stroke2
1681473190.8670628,[0.14806524],[0.04470651],[0.09101739],[-0.1573521],0.17013187171126556,-0.05357931703296566,1.327754634927901,0.8314579995422293
1681473190.9249763,[0.16811992],[0.03853584],[0.11724274],[-0.02931069],0.20106636976880538,0.01418606351483219,1.3309773403524832,0.8411261158159762
1681473190.982494,[0.18277527],[0.0331365],[0.06556338],[-0.11647141],0.18344709931686504,-0.03962326527024438,1.3084184023804073,0.8540169375143053
1681473191.0399337,[0.19588794],[0.0308225],[0.08099005],[-0.14732476],0.20269650671351086,-0.058993000746465366,1.2794140535591667,0.8443488212405584
1681473191.09764,[0.20514395],[0.03236517],[-0.20208947],[-0.41806294],0.04936875984844849,-0.2114840046581746,1.2987502861066604,0.8153444724193178
1681473191.1554105,[0.20900062],[0.03622184],[-0.15812344],[-0.35712757],0.07741800653125298,-0.17379956413677652,1.2794140535591667,0.783117418173495
1681473191.213416,[0.21054329],[0.04239251],[0.12032808],[-0.12495608],0.23675691230493612,-0.03703605729261056,1.2278507667658503,0.7251087205310139
1681473191.2714605,[0.21285729],[0.05396252],[0.0956454],[-0.19437613],0.22459328612757812,-0.06719675323842109,1.2181826504921034,0.7122178988326848
1681473191.3295991,[0.21285729],[0.06630386],[0.07867605],[-0.13421209],0.21495809228898455,-0.023162538251136323,1.247186999313344,0.6961043717097734
1681473191.3877065,[0.20900062],[0.08250187],[0.11107207],[-0.07404805],0.23026721787985116,0.023957012109869523,1.282636758983749,0.7089951934081026
1681473191.445937,[0.20437262],[0.09638588],[0.0956454],[-0.004628],0.21780554830539173,0.07448092152223919,1.3406454566262302,0.7670038910505836
1681473191.5041366,[0.19588794],[0.11104122],[0.36329824],[0.28153685],0.36299109511920413,0.24868960112957111,1.3309773403524832,0.8056763561455711
1681473191.5632584,[0.18740327],[0.12723923],[0.31393287],[0.26611018],0.3281737024938364,0.25288874257320554,1.3503135728999769,0.8411261158159762
1681473191.6210396,[0.18046127],[0.13880924],[-0.03239602],[-0.05399337],0.1259745518425694,0.08038995582998978,1.4115449759670404,0.9023575188830396
1681473191.6784399,[0.1742906],[0.14497991],[-0.08099005],[-0.1550381],0.09344632379773402,0.027953292752681727,1.3986541542687112,0.941029983978027
1681473191.736008,[0.1742906],[0.14806524],[-0.1959188],[-0.25916817],0.028189783709077487,-0.028703492048802015,1.3696498054474708,0.9345845731288625
1681473191.7942064,[0.17583326],[0.14806524],[-0.18974813],[-0.1959188],0.032927624708963585,0.007209503167774051,1.3180865186541542,0.8765758754863813
1681473191.8518825,[0.1789186],[0.14343724],[-0.10181607],[0.08484672],0.08532371562610722,0.16292576241240259,1.2504097047379261,0.8121217669947356
1681473191.9096363,[0.18277527],[0.13649524],[-0.30236287],[0.11570008],-0.025461421638095894,0.17489069299169296,1.214959945067521,0.8121217669947356
1681473191.9683032,[0.17583326],[0.11875456],[-0.28925019],[0.25839684],-0.02356964825369881,0.24172137118802203,1.15695124742504,0.873353170061799
1681473192.0266552,[0.16426326],[0.09638588],[-0.37101158],[0.21365947],-0.07924977014263118,0.1984245513550566,1.089274433508812,0.941029983978027
1681473192.084178,[0.15192191],[0.07478853],[-0.35944157],[0.15118143],-0.082553392994043,0.14567164140194216,1.021597619592584,1.0119295033188374
1681473192.141161,[0.14497991],[0.05859052],[-0.19360479],[0.13498342],0.006055124937696332,0.12351600235001971,0.9506981002517738,1.0796063172350652
1681473192.1987936,[0.13649524],[0.04239251],[-0.15426677],[0.15889477],0.021603518286795062,0.12413445782568211,0.8830212863355458,1.1505058365758754
